city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),beds,star,number_of_ratings
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Apartament Stadion Wroclaw,200,230,Sep 3 - 8,998,2 beds,4.88,95
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Apartment 2os - double bed,139,139,Aug 27 - Sep 1,693,1 bed,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,"Loft StudioCentral,Spacious and cosy",359,391,Aug 27 - Sep 3,"2,508",1 double bed,4.91,466
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Chillout Dorm 805 Wroclaw,73,73,Aug 19 - 24,365,1 single bed,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Well-connected quiet apartment,165,165,Aug 28 - Sep 2,822,1 bed,4.96,26
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Picturesque studio.,187,187,Aug 20 - 25,933,1 bed,4.83,115
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,1. Room 2 people in a 3 bedroom flat near the  market,153,153,Aug 29 - Sep 3,763,1 bed,4.89,144
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Apartment 3-person apartment with 1 bedroom room,153,365,Sep 27 - Oct 2,765,2 beds,4.28,25
"Wroclaw, Poland",2023-08-19,Room in Krzyki,Cozy room,118,118,Aug 29 - Sep 5,826,2 beds,4.9,98
"Wroclaw, Poland",2023-08-19,Hotel room in Stare Miasto,CITYCENTRAL Hostel doubleroom with balcony /RYNEK,117,117,Aug 27 - Sep 1,585,1 sofa bed,3.92,36
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,"6Pokoj 1-2 osobowy ,9m2, 10 min pieszo od rynku",139,139,Sep 2 - 7,692,1 sofa bed,4.82,151
"Wroclaw, Poland",2023-08-19,Room in Krzyki,GROVE 3 room in 3 bedroom flat,94,125,Aug 19 - 24,469,1 sofa bed,4.46,13
"Wroclaw, Poland",2023-08-19,Apartment in Srodmiescie,Stylowy apartament Blue ~self check in 24h,446,536,Aug 20 - 25,"2,230",2 beds,New,New
"Wroclaw, Poland",2023-08-19,Room in Krzyki,Bright room with a beautiful view,97,97,Aug 20 - 25,481,2 beds,4.9,21
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Apartment 4os - Studio,182,182,Aug 20 - 25,910,2 beds,New,New
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,2. Room 2 people in a 3 bedroom flat in front of the market,137,137,Aug 27 - Sep 2,822,2 beds,4.86,170
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,5Pokoj 1-2 osobowy 15m2 10 min pieszo od rynku,144,144,Aug 28 - Sep 2,716,2 beds,4.87,191
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,StareMiasto LUX Apartament RYNEK,571,571,Aug 27 - Sep 1,"2,854",2 beds,New,New
"Wroclaw, Poland",2023-08-19,Room in Srodmiescie,Room in Downtown,117,117,Aug 19 - 25,697,2 beds,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,One-Bedroom Apartment 4os,180,180,Aug 27 - Sep 1,900,2 beds,New,New
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,P5 Between old town and business heart of Wroclaw,99,99,Aug 27 - Sep 1,495,2 beds,4.89,253
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,Vintage room next to the city center! Blisko Rynku,148,188,Aug 20 - 25,737,2 beds,4.81,164
"Wroclaw, Poland",2023-08-19,Room in Srodmiescie,Apartament Kilinskiego P5 centrum Internet parking,142,174,Aug 20 - 25,710,2 beds,4.79,29
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,Apt 4 people - All St. Market 500m!,263,405,Aug 19 - 24,"1,314",2 beds,4.59,117
"Wroclaw, Poland",2023-08-19,Loft in Stare Miasto,Comfortable apartment in the heart of Wroclaw city centre,260,260,Aug 19 - 25,"1,557",1 double bed,4.78,40
"Wroclaw, Poland",2023-08-19,Room in Srodmiescie,A room in the center of Wroclaw,151,151,Aug 19 - 25,904,1 double bed,4.87,15
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,RED - Cozy single room,99,99,Sep 10 - 15,491,1 double bed,4.75,77
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,"Rynek Wroclaw, Vintage room in the city center!",180,180,Sep 8 - 13,898,1 double bed,4.83,128
"Wroclaw, Poland",2023-08-19,Room in Krzyki,A cozy room with good communication to the center,120,132,Aug 27 - Sep 1,599,1 double bed,4.8,10
"Wroclaw, Poland",2023-08-19,Apartment in Srodmiescie,"50m2, osobne pokoje, ZOO, parking, centrum 5km",249,249,Aug 27 - Sep 3,"1,737",3 sofa beds,4.4,10
"Wroclaw, Poland",2023-08-19,Apartment in Krzyki,Black Apartment- Modern Studio in the City Center!,199,199,Aug 27 - Sep 1,995,1 sofa bed,4.75,16
"Wroclaw, Poland",2023-08-19,Room in Krzyki,GROVE 1 in a three-bedroom apartment,91,91,Aug 21 - 26,455,1 sofa bed,New,New
"Wroclaw, Poland",2023-08-19,Room in Wroclaw,"A comfortable place to stay in a green, peaceful neighborhood",100,100,Sep 3 - 8,499,1 sofa bed,5.0,5
"Wroclaw, Poland",2023-08-19,Room in Srodmiescie,Apartament Kilinskiego P6 centrum Internet parking,160,160,Aug 21 - 28,"1,116",1 sofa bed,4.67,36
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,Leopoldina 1622 | apartment with balcony,252,318,Aug 20 - 26,"1,510",1 bed,4.85,13
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,Luxury Apt.-Heart of Wroclaw,262,286,Aug 27 - Sep 1,"1,309",1 bed,4.89,9
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,P1 Between old town and business heart of Wroclaw,101,101,Sep 12 - 18,604,1 bed,4.89,231
"Wroclaw, Poland",2023-08-19,Apartment in Srodmiescie,WROCLAW CENTRAL Luxurious Loft with great View,300,547,Aug 19 - 25,"1,796",2 beds,4.74,31
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Chillout Dorm 202 Wroclaw,82,82,Aug 20 - 26,491,1 single bed,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,4 person apartment with 1 bedroom - Market 500m!,318,318,Sep 15 - 20,"1,586",2 beds,4.68,99
"Wroclaw, Poland",2023-08-19,Room in Stare Miasto,BLUE2-Floor double room,125,125,Aug 20 - 25,623,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Wroclaw, Poland",2023-08-19,Apartment in Krzyki,"Very comfortable, apartment in a guarded housing estate",259,259,Sep 18 - 23,"1,291",3 beds,4.88,32
"Wroclaw, Poland",2023-08-19,Apartment in Srodmiescie,MM22 | apartment with bedroom,264,332,Aug 20 - 25,"1,320",1 bed,4.96,24
"Wroclaw, Poland",2023-08-19,Hotel room in Stare Miasto,CITYCENTRAL Hostel doubleroom +balcony +AC / RYNEK,145,145,Sep 9 - 14,725,1 sofa bed,3.93,29
"Wroclaw, Poland",2023-08-19,Apartment in Srodmiescie,"Old Town Mieszczanska, 15min walk to Main Square",330,379,Aug 23 - 28,"1,649",1 double bed,4.78,189
"Wroclaw, Poland",2023-08-19,Apartment in Krzyki,Unique apartment with 100m Roof Terrace and Garden,483,815,Aug 20 - 25,"2,411",6 beds,5.0,12
"Wroclaw, Poland",2023-08-19,Room in Wroclaw,Cosy room Wroclaw,130,130,Aug 20 - 25,646,6 beds,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,Stare Miasto / Old Town,278,278,Aug 27 - Sep 1,"1,387",1 bed,4.9,70
"Wroclaw, Poland",2023-08-19,Apartment in Krzyki,"Parking,Tram, Close to Downtown-6km,Peace,Nflix",229,229,Sep 27 - Oct 2,"1,144",1 sofa bed,4.62,165
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,Terra Studio 03 Premium Studio,255,305,Aug 27 - Sep 2,"1,526",1 bed,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Krzyki,NYSKA 59 Apartment- Check-In 20h,354,354,Aug 19 - 24,"1,766",1 bed,New,New
"Wroclaw, Poland",2023-08-19,Hostel in Stare Miasto,Bemma Apart Hostel - pokoj 1-osobowy,140,155,Aug 26 - Sep 1,837,1 bed,4.58,26
"Wroclaw, Poland",2023-08-19,Room in Krzyki,Cozy Room for Rent in a Villa,141,141,Aug 20 - 25,704,1 bed,5.0,6
"Wroclaw, Poland",2023-08-19,Apartment in Srodmiescie,Wroclove Apartments 3,378,378,Aug 27 - Sep 1,"1,890",3 beds,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Krzyki,"Parking,tram, quiet neighborhood, to center 6km",195,195,Aug 27 - Sep 1,974,2 beds,New,New
"Wroclaw, Poland",2023-08-19,Guesthouse in Krzyki,City TinyHouse under WaterTower,341,341,Aug 19 - 24,"1,702",1 bed,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Krzyki,Cherub Apartment,256,256,Sep 3 - 8,"1,279",1 double bed,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Chillout Dorm 126 Wroclaw,78,78,Aug 20 - 25,386,1 single bed,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Srodmiescie,Apartment City Center Wroclaw,288,288,Aug 28 - Sep 2,"1,439",2 beds,New,New
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,APARTAMENT COMFORT OVO - Rynek 200 m,257,257,Aug 27 - Sep 1,"1,284",1 double bed,4.45,311
"Wroclaw, Poland",2023-08-19,Apartment in Srodmiescie,Green Ap.  Mieszkanie Wroclaw Wifi parking,276,327,Aug 28 - Sep 2,"1,379",1 queen bed,4.95,95
"Wroclaw, Poland",2023-08-19,Aparthotel in Krzyki,Twin Room,257,257,Aug 20 - 25,"1,281",2 beds,4.92,26
"Wroclaw, Poland",2023-08-19,Room in Krzyki,11. 2-bed room in downtown,120,120,Aug 27 - Sep 1,599,2 beds,4.86,14
"Wroclaw, Poland",2023-08-19,Apartment in Stare Miasto,"""City Comforts, Urban Retreat""",245,245,Aug 20 - 25,"1,225",2 beds,New,New
"Wroclaw, Poland",2023-08-19,Hostel in Stare Miasto,Private room for 2 persons - DUKES Hostel - RuP10,129,129,Sep 4 - 9,645,1 bed,4.43,14
"Wroclaw, Poland",2023-08-19,Room in Srodmiescie,Apartament Szczytnicka P1 centrum Internet parking,160,160,Aug 21 - 28,"1,116",1 bed,4.66,41
"Wroclaw, Poland",2023-08-19,Room in Wroclaw,17m2 room with balcony,126,126,Aug 28 - Sep 2,630,1 bed,4.88,173
"Wroclaw, Poland",2023-08-19,Apartment in Wroclaw,Apartment City Center- Nozownicza,259,302,Aug 27 - Sep 1,"1,291",1 double bed,4.98,105
