city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),beds,star,number_of_ratings
"Biesko-Biala, Poland",2023-08-19,Home in Brenna,Boho House Sauna River Magical House in Brenna 6os,622,622,Aug 25 - 30,"3,110",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Home in Zywiec,Rest by the mountain lake,965,965,Aug 20 - 25,"4,824",6 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Jasienica,"Apartments in a quiet and peaceful place, parking",304,304,Aug 28 - Sep 2,"1,520",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Central KDN  STUDIO APARTMENT,595,738,Aug 20 - 25,"2,975",2 beds,5.0,4
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Ptasie Apartamenty 24 Szczyrk,370,405,Aug 27 - Sep 3,"2,588",3 beds,5.0,4
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Mountain view apartment with sauna and hot tub & 1,398,398,Sep 3 - 8,"1,989",2 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Olympic IN Mona - Sun&Sport,468,468,Sep 4 - 9,"2,337",4 beds,5.0,7
"Biesko-Biala, Poland",2023-08-19,Condo in Bielsko-Biala,"Lovely spacious,      
perfectly located",352,352,Sep 1 - 6,"1,760",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Chalet in Wisla,Jarzebata II Cottage,705,705,Aug 26 - Sep 2,"4,929",3 beds,4.8,5
"Biesko-Biala, Poland",2023-08-19,Room in Szczyrk,Give peace - double room 500m from the gondola,316,316,Aug 20 - 25,"1,578",3 beds,5.0,9
"Biesko-Biala, Poland",2023-08-19,Tiny home in Miedzybrodzie Bialskie,Cicha Dolina domek 7,272,272,Aug 28 - Sep 2,"1,357",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Zarzecze,"Superior Laguna - Studio Lotnika, Sauna, Silownia.",484,484,Aug 27 - Sep 2,"2,900",3 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartment Olszowka Bielsko-Biala,385,385,Aug 20 - 25,"1,925",1 queen bed,5.0,6
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,KDN apartment in the center of Bielsko-Biala,595,738,Aug 27 - Sep 2,"3,570",2 beds,4.9,40
"Biesko-Biala, Poland",2023-08-19,Room in Wisla,Freestyle Room 2,235,235,Aug 23 - 28,"1,174",2 beds,4.95,20
"Biesko-Biala, Poland",2023-08-19,Home in Brenna,"House with Pool, Sauna and Hot Tub","1,340","1,340",Aug 20 - 25,"6,700",5 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Wisla,Family Cozy Terrace Close to Downtown,154,154,Aug 27 - Sep 1,770,3 beds,4.78,18
"Biesko-Biala, Poland",2023-08-19,Guesthouse in Miedzybrodzie Bialskie,LUX 1 wooden cottage with a fireplace,324,324,Aug 30 - Sep 4,"1,620",7 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Temporary elegance apartment in New York City,740,740,Sep 17 - 22,"3,700",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apt Under Chinatown 3 - Dream Apart,328,328,Aug 28 - Sep 2,"1,636",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Ustron,"Palenica habitat, 4-person top apartment",369,447,Aug 20 - 25,"1,845",2 double beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Ptasie Apartamenty 27 Szczyrk,403,403,Aug 20 - 25,"2,013",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Villa in Brenna,The Brenna White House,"1,315","1,315",Sep 2 - 7,"6,572",4 beds,5.0,10
"Rybnik, Poland",2023-08-19,Farm stay in Leg,Placement at Pilica - agritourism,288,288,Aug 26 - 31,"1,438",4 beds,4.93,43
"Rybnik, Poland",2023-08-19,Vacation home in Pawlow,HYTA-Delightful cosy cottage in Swietokrzyskie,300,300,Sep 6 - 11,"1,500",3 beds,4.88,25
"Rybnik, Poland",2023-08-19,Room in Warszawa,"Fryderyk Room ""Stany 2""",94,305,Aug 19 - 24,469,3 beds,5.0,4
"Rybnik, Poland",2023-08-19,Apartment in Kielce,Centrum Kielce - Paderewskiego - entire apartment,176,176,Aug 23 - 29,"1,052",1 double bed,5.0,7
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Cozy Attic,135,162,Aug 28 - Sep 2,671,1 bed,New,New
"Rybnik, Poland",2023-08-19,Cottage in Lubiec,Uavianki,317,317,Sep 18 - 23,"1,584",3 beds,4.94,35
"Rybnik, Poland",2023-08-19,Cabin in Skierniewice,dusk corner,609,609,Sep 3 - 8,"3,042",3 beds,5.0,11
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Golden Oasis Studio @ City Center,196,285,Aug 19 - 24,977,1 bed,5.0,8
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Stylish in-law with Rising 4a,155,241,Aug 27 - Sep 1,775,1 bed,4.78,27
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Warm apartment in quiet surroundings in Dabrow,159,159,Aug 21 - 26,792,1 double bed,4.94,18
"Rybnik, Poland",2023-08-19,Room in Skowronno Gorne,Guest suites. Pinczow Ponida,83,83,Aug 19 - 24,411,1 double bed,5.0,3
"Rybnik, Poland",2023-08-19,Home in Pinczow,K two,307,307,Aug 25 - 30,"1,532",3 beds,5.0,3
"Rybnik, Poland",2023-08-19,Apartment in Czestochowa,Apartament z tarasem,141,141,Aug 20 - 25,702,2 beds,4.78,9
"Rybnik, Poland",2023-08-19,Apartment in Busko-Zdroj,Bounty Place,255,255,Aug 21 - 26,"1,273",1 bed,New,New
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Studio apartment 11 m2 - Bunk bed,113,113,Aug 28 - Sep 2,563,1 bed,5.0,3
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Chillout Dorm 236 Lodz,78,78,Aug 19 - 24,389,1 single bed,New,New
"Rybnik, Poland",2023-08-19,Cabin in Gabrielnia,Live on an Island surrounded by nature (with WIFI),385,385,Aug 21 - 27,"2,306",4 single beds,4.92,71
"Rybnik, Poland",2023-08-19,Tiny home in Izbica,Lake House 14,"1,033","1,033",Aug 20 - 25,"5,164",1 double bed,5.0,4
"Rybnik, Poland",2023-08-19,Barn in Mazowieckie,Psikorska Stodola,188,188,Aug 20 - 26,"1,127",2 beds,New,New
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Comfortable and stylish apartment with a storefront,169,209,Aug 27 - Sep 1,845,2 beds,4.71,52
"Rybnik, Poland",2023-08-19,Apartment in Rynia,Lake / Nature / Serenity,288,288,Aug 20 - 25,"1,440",3 beds,4.71,145
"Rybnik, Poland",2023-08-19,Room in Warszawa,"Fryderyk Room ""Stany 6""",94,94,Aug 19 - 24,469,3 beds,New,New
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Chillout Dorm 222 Lodz,78,78,Aug 19 - 24,389,2 beds,New,New
"Rybnik, Poland",2023-08-19,Guesthouse in Zdzar,Lesne Echo,315,315,Aug 27 - Sep 1,"1,573",2 beds,4.85,26
"Rybnik, Poland",2023-08-19,Room in Warszawa,Comfortable room in center,128,144,Aug 19 - 24,640,2 beds,4.83,30
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Loftowe studio pod muralem,158,158,Aug 19 - 24,786,2 beds,New,New
"Rybnik, Poland",2023-08-19,Apartment in Sosnowiec,Charming studio in a good location,166,166,Aug 21 - 26,827,1 double bed,4.73,26
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Chillout Dorm 231 Lodz,75,75,Aug 19 - 25,449,1 single bed,New,New
"Rybnik, Poland",2023-08-19,Room in Lodz,Grateful Lodgings,87,87,Aug 28 - Sep 2,434,1 single bed,5.0,3
"Rybnik, Poland",2023-08-19,Room in Czestochowa,Private room # 3 in downtown Czestochowa,90,90,Aug 20 - 25,450,1 single bed,4.59,17
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Zielony Tarchomin,191,191,Aug 19 - 24,951,1 double bed,4.66,92
"Rybnik, Poland",2023-08-19,Room in Busko-Zdroj,Willa Teresa Busko-Zdroj,141,141,Aug 20 - 26,845,1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Rybnik, Poland",2023-08-19,Room in Lodz,Room in Lodz,74,74,Aug 20 - 25,370,1 double bed,New,New
"Rybnik, Poland",2023-08-19,Room in Wola Pasikonska,Room with chimney,114,114,Aug 20 - 27,792,1 double bed,4.83,12
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,New loft apartament,242,242,Aug 27 - Sep 1,"1,210",2 beds,4.67,3
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Studio with balcony Targowa 2630,207,207,Aug 19 - 24,"1,033",1 bed,4.17,6
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Koneser Comfort Apartments by Rentujemy,259,299,Aug 19 - 24,"1,295",1 bed,New,New
"Rybnik, Poland",2023-08-19,Apartment in Zyrardow,Cozy  bachelor/h studio apartment in the center of Zyrardow,192,207,Aug 19 - 26,"1,344",2 beds,4.81,21
"Rybnik, Poland",2023-08-19,Apartment in Busko-Zdroj,Apartment na Mlynska,285,345,Aug 20 - 25,"1,422",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Rybnik, Poland",2023-08-19,Apartment in Kielce,Apartament Filharmonia w centrum Kielc-Parking,162,162,Aug 19 - 24,810,1 double bed,4.97,146
"Rybnik, Poland",2023-08-19,Room in Stawy,Agritourism Rybackie Ponds - 3-bed room,100,100,Aug 28 - Sep 2,500,1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Rybnik, Poland",2023-08-19,Tiny home in Skowronno Gorne,New holiday home with a garden. Skowronno Gorne,317,317,Aug 22 - 27,"1,584",6 beds,5.0,5
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Chillout Dorm 410 Lodz,69,69,Aug 19 - 24,341,1 single bed,New,New
"Rybnik, Poland",2023-08-19,Condo in Czestochowa,Cozy Turkus Apartment,235,235,Aug 21 - 26,"1,174",2 beds,5.0,15
"Rybnik, Poland",2023-08-19,Hotel in Solec-Zdroj,Holistic pokoj dwuosobowy,194,235,Aug 19 - 24,967,2 beds,New,New
"Rybnik, Poland",2023-08-19,Hut in Zakrzewo Koscielne,Glamping house by the pond,247,269,Aug 20 - 25,"1,232",2 beds,5.0,11
"Rybnik, Poland",2023-08-19,Tiny home in Stary Luszczewek,Dom over Utrata. Agritourism,352,352,Aug 20 - 25,"1,760",3 beds,4.97,118
"Rybnik, Poland",2023-08-19,Apartment in Wieliszew,Apartamenty Wieliszew,188,228,Aug 21 - 26,939,1 bed,New,New
"Rybnik, Poland",2023-08-19,Guesthouse in Zdzar,LesneM3 - Aleksandrowka Dworku,315,315,Aug 27 - Sep 1,"1,573",2 beds,4.89,98
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Zielony przystanek w Warszawie 2,233,255,Aug 27 - Sep 1,"1,162",1 bed,5.0,12
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Apartment in a tenement house,201,265,Aug 20 - 25,"1,002",1 bed,4.8,5
"Rybnik, Poland",2023-08-19,Room in Warszawa,Best place for Home office,110,150,Aug 19 - 24,547,1 bed,3.67,6
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Perfect view next to Browary Warszawskie,223,272,Aug 19 - 24,"1,111",2 beds,4.33,3
"Rybnik, Poland",2023-08-19,Room in Lodz,A private room next to Podolski Park,90,90,Aug 26 - 31,449,2 beds,4.94,18
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Basil Gekko Apartments,169,169,Aug 20 - 25,845,1 sofa bed,4.85,116
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Afrykanska 14F by Homeprime,220,290,Aug 19 - 24,"1,100",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,"White Apartment,  super view, FAST WI-FI.",223,266,Aug 27 - Sep 1,"1,115",1 double bed,4.8,54
"Rybnik, Poland",2023-08-19,Cabin in Sladow,Chatka Na Skim Las,360,360,Aug 20 - 25,"1,796",2 beds,5.0,3
"Rybnik, Poland",2023-08-19,Home in Kazimierz Dolny,Peaceful & comfortable oasis(apt.5),247,247,Aug 28 - Sep 2,"1,232",1 bed,4.96,152
"Rybnik, Poland",2023-08-19,Apartment in Czestochowa,Spacious apartment with a beautiful view of the city,159,159,Aug 27 - Sep 1,792,1 double bed,5.0,22
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Fryderyk Apartment 'Factory',226,350,Aug 27 - Sep 1,"1,127",2 beds,4.72,90
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Small 2 bedroom apartment,166,259,Aug 27 - Sep 1,829,1 bed,4.59,41
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Baza,200,200,Sep 17 - 22,998,2 beds,4.78,18
"Rybnik, Poland",2023-08-19,Room in Warszawa,"Great to rest, great to work, for 1 person",121,121,Aug 20 - 25,604,2 beds,New,New
"Rybnik, Poland",2023-08-19,Cabin in Skrajniwa,Modern and cozy cabin with sauna,702,702,Sep 4 - 9,"3,509",3 beds,5.0,25
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,"Entire apartment, 2 rooms. Ozonated! Mochtynska",215,215,Sep 2 - 7,"1,074",2 beds,5.0,10
"Rybnik, Poland",2023-08-19,Guesthouse in Zakrzewo Koscielne,Lesny Domek,302,302,Aug 28 - Sep 3,"1,807",1 double bed,4.88,50
"Rybnik, Poland",2023-08-19,Apartment in Kielce,Smart Art :) with free underground parking,209,209,Aug 28 - Sep 2,"1,041",1 double bed,4.97,36
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Charming in-law with separate bedroom.,185,278,Aug 27 - Sep 2,"1,110",2 beds,4.64,44
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Apartment with Aircondition and parking,325,376,Aug 20 - 25,"1,623",2 beds,New,New
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Ninth Floor,147,147,Aug 24 - 30,881,1 bed,3.33,3
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Chillout Dorm 405 Lodz,78,78,Aug 19 - 24,389,1 single bed,New,New
"Rybnik, Poland",2023-08-19,Ranch in Zabia Wola,Komfortowe Studio w Osrodku Jezdzieckim Bielik,329,329,Aug 21 - 26,"1,643",2 beds,4.96,74
"Rybnik, Poland",2023-08-19,Room in Warszawa,Cozy subway room near the airport.,95,95,Sep 3 - 8,474,2 beds,4.53,101
"Rybnik, Poland",2023-08-19,Apartment in Zegrze,Zegrze Lake House Apartment,352,352,Aug 27 - Sep 1,"1,760",2 beds,4.64,11
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Spacious apartment in the center of the city,205,227,Aug 27 - Sep 3,"1,430",1 king bed,4.95,282
"Rybnik, Poland",2023-08-19,Apartment in Katowice,KATO Apartamenty Centrum Moniuszki 12,208,208,Aug 21 - 26,"1,038",1 king bed,4.81,167
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,New flat next to Mercedes Headquater #2,246,246,Aug 20 - 25,"1,228",1 bed,5.0,3
"Rybnik, Poland",2023-08-19,Tiny home in Powiat zyrardowski,Charming cottage with a hot ball and backyard!,482,482,Sep 11 - 16,"2,406",2 double beds,5.0,44
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Small studio in quiet center,137,175,Aug 19 - 24,684,1 bed,4.17,6
"Rybnik, Poland",2023-08-19,Condo in Lodz,City centre attic,154,154,Aug 28 - Sep 3,921,2 beds,4.64,28
"Rybnik, Poland",2023-08-19,Room in Otwock,Willa Tecza apartament 2,122,122,Aug 26 - 31,610,2 beds,4.97,32
"Rybnik, Poland",2023-08-19,Guest suite in Kielce,Modern / z prywatnym miejscem parkingowym,228,228,Aug 28 - Sep 2,"1,138",2 beds,4.98,87
"Rybnik, Poland",2023-08-19,Place to stay in Warszawa,Pokoj blisko metra i lotniska,100,100,Aug 19 - 24,499,1 bed,New,New
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Cozy studio,247,247,Aug 19 - 24,"1,232",2 beds,4.97,39
"Rybnik, Poland",2023-08-19,Room in Zyrardow,Private rooms in SUNTAGO,100,100,Aug 19 - 24,499,2 beds,4.73,26
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Comfortable apartment - close to two parks!,174,195,Aug 27 - Sep 1,868,2 beds,4.75,77
"Rybnik, Poland",2023-08-19,Room in Warszawa,"Spacious room in Targowek, warsaw",92,92,Aug 27 - Sep 1,458,2 beds,New,New
"Rybnik, Poland",2023-08-19,Tiny home in Ranizow,Szumi Las,456,515,Aug 20 - 25,"2,277",2 beds,4.71,14
"Rybnik, Poland",2023-08-19,Room in Stawy,Agritourism Rybackie Ponds - 4-bed room,100,100,Aug 27 - Sep 1,500,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Rybnik, Poland",2023-08-19,Cabin in Skrzeszew,Vacation home,599,599,Aug 27 - Sep 1,"2,993",3 beds,5.0,22
"Rybnik, Poland",2023-08-19,Room in Warszawa,Spacious room with balcony,128,177,Aug 19 - 24,640,3 beds,New,New
"Rybnik, Poland",2023-08-19,Home in Losie,Przystanek Zielnik,798,968,Aug 20 - 25,"3,990",4 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Rybnik, Poland",2023-08-19,Apartment in Lodz,charming and calm studio,109,109,Aug 27 - Sep 2,654,2 beds,4.86,91
"Rybnik, Poland",2023-08-19,Home in Oldakowizna,"Cottage in the woods next to the lake, close to Warsaw",460,460,Aug 24 - 29,"2,297",3 beds,5.0,3
"Rybnik, Poland",2023-08-19,Apartment in Kazimierz Dolny,Peaceful & comfortable oasis(apt.1),306,306,Aug 20 - 25,"1,526",1 double bed,4.94,53
"Rybnik, Poland",2023-08-19,Guest suite in Lodz,White House with a garden near the Orientarium,124,124,Aug 24 - 29,620,1 double bed,4.89,90
"Rybnik, Poland",2023-08-19,Apartment in Konary,Seawater containers on Domaniowski Lagoon,306,306,Aug 20 - 25,"1,526",2 beds,4.38,34
"Rybnik, Poland",2023-08-19,Apartment in Katowice,Urban Apartments Johna Baildona No103b B,221,242,Aug 20 - 25,"1,104",1 bed,New,New
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Cute apartment & beautiful view,242,286,Aug 20 - 25,"1,209",1 bed,New,New
"Rybnik, Poland",2023-08-19,Apartment in Warszawa, Charming studio  8 min from Central Station,279,354,Aug 19 - 24,"1,393",1 king bed,4.89,171
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Cozy apartment in a quiet neighborhood,163,186,Aug 20 - 26,974,2 beds,4.79,19
"Rybnik, Poland",2023-08-19,Room in Warszawa,"Cosy, single room to rent in lux apartment",106,121,Sep 1 - 8,739,2 beds,New,New
"Rybnik, Poland",2023-08-19,Room in Radom,Comfortable Cozy Modern Apartment Radom,170,170,Aug 29 - Sep 3,846,2 beds,5.0,3
"Rybnik, Poland",2023-08-19,Home in Rudzienko,A house in the picturesque village of Rudzienko with a view,322,381,Aug 27 - Sep 1,"1,608",3 beds,4.89,44
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Comfortable downtown apartment with parking,263,263,Aug 27 - Sep 1,"1,314",1 bed,5.0,16
"Rybnik, Poland",2023-08-19,Apartment in Ostrowiec Swietokrzyski,Cozy in Downtown,203,203,Aug 31 - Sep 7,"1,420",2 single beds,5.0,7
"Rybnik, Poland",2023-08-19,Guest suite in Tarnowskie Gory,Tarnowskie Gory house with a view,124,124,Aug 27 - Sep 1,616,3 beds,4.96,122
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Comfortable downtown apartment with parking,263,263,Aug 27 - Sep 1,"1,314",1 bed,5.0,16
"Rybnik, Poland",2023-08-19,Place to stay in Radom,Comfortable Cozy Modern Apartment Radom,170,170,Sep 1 - 6,846,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Rybnik, Poland",2023-08-19,Home in Rudzienko,A house in the picturesque village of Rudzienko with a view,322,381,Aug 27 - Sep 1,"1,608",3 beds,4.89,44
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Cozy downtown apartment,139,139,Aug 27 - Sep 1,692,2 beds,4.8,165
"Rybnik, Poland",2023-08-19,Apartment in Sieradz,MIRROR APARTMENT,135,135,Aug 19 - 24,675,1 sofa bed,4.56,18
"Rybnik, Poland",2023-08-19,Apartment in Starachowice,Charming apartment above Lagoon ''Piachy'',153,153,Aug 27 - Sep 2,915,2 beds,4.82,73
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Cute apartment on Zbawiciela Square. PREMIUM.,306,356,Aug 19 - 24,"1,526",2 beds,4.84,44
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Cozy studio in the heart of Moko! Business/Travel!,235,268,Aug 20 - 25,"1,174",1 bed,4.75,16
"Rybnik, Poland",2023-08-19,Room in Kazimierz Dolny,Jasmine apartment,200,200,Aug 20 - 25,998,1 bed,4.9,89
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,ADRIATYK studio,237,237,Aug 20 - 25,"1,185",1 bed,4.86,37
"Rybnik, Poland",2023-08-19,Apartment in Lodz,Dreaming of Lodz,128,128,Aug 28 - Sep 2,640,3 beds,4.67,43
"Rybnik, Poland",2023-08-19,Cottage in Zagorze,Lesna Enklawa,209,209,Sep 4 - 9,"1,045",7 beds,4.94,50
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Free Parking - Creative flat with fast WIFI and TV,298,361,Aug 19 - 26,"2,082",1 bed,4.87,15
"Rybnik, Poland",2023-08-19,Room in Kamionka,Pauza - room for 2 people,94,94,Aug 19 - 24,469,1 bed,4.89,9
"Rybnik, Poland",2023-08-19,Apartment in Deblin,Living at the Park,247,247,Aug 19 - 24,"1,232",3 beds,5.0,14
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Studio with balcony Telekiego 12,235,235,Aug 19 - 24,"1,174",1 bed,4.33,3
"Rybnik, Poland",2023-08-19,Apartment in Warszawa,Strzelecka Studio (Nowa Praga),226,264,Aug 19 - 24,"1,130",1 bed,4.68,57
"Rybnik, Poland",2023-08-19,Hut in Chylin,Cheerful cabin in the middle of the woods,147,147,Sep 14 - 19,734,1 double bed,4.88,16
"Rybnik, Poland",2023-08-19,Hut in Chylin,Cheerful cabin in the middle of the woods,147,147,Sep 14 - 19,734,1 double bed,4.88,16
"Rybnik, Poland",2023-08-19,Apartment in Kielce,Modern apartment in the heart of Kielce,195,195,Sep 9 - 15,"1,169",1 bed,4.94,50
"Rybnik, Poland",2023-08-19,Cabin in Izbica,Marinas,633,633,Aug 20 - 25,"3,163",1 bunk bed,5.0,3
"Rybnik, Poland",2023-08-19,Room in Kazimierz Dolny,Apartament lawendowy,165,165,Aug 27 - Sep 1,822,1 bunk bed,4.9,67
"Rybnik, Poland",2023-08-19,Boutique hotel in Warszawa,Platinum Hotel & Residence Wilanow Classic Twin,245,313,Aug 20 - 25,"1,225",2 beds,4.67,21
"Rybnik, Poland",2023-08-19,Cabin in Piaseczno,Spa Cottage,855,855,Sep 1 - 7,"5,128",1 double bed,4.82,22
